CIUFS,Data,Campanha,localidade,Bioma,Nº,CT,CP,PT,Sexo,Estádio,PG,IGS,GRE,PE,PF,IHS,Fixado
2246,7/24/2015,Jul-15,Propriá,Mata Atlântica,17,17.86,15.09,0.06,I,1,0.001,1.667,VZ,,0.001,1.67,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,1,27.72,23.25,0.22,M,4,0.001,0.455,3,0.02,0.002,0.91,Fixado
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,2,26.3,21.44,0.21,F,5,0.001,0.476,3,0.019,0.004,1.90,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,3,24.49,18.9,0.15,F,1,0.003,2.000,3,0.007,0.002,1.33,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,4,28.58,22.96,0.27,M,5,0.001,0.370,3,0.024,0.003,1.11,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,5,26.13,20.2,0.2,F,1,0.001,0.500,3,0.014,0.002,1.00,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,6,25.34,19.91,0.19,M,1,0.001,0.526,3,0.013,0.001,0.53,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,7,25.11,19.71,0.18,M,1,0.001,0.556,3,0.008,0.002,1.11,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,8,28.49,23.45,0.26,F,5,0.002,0.769,3,0.018,0.002,0.77,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,9,27.43,22.41,0.26,F,5,0.003,1.154,3,0.03,0.004,1.54,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,10,28.36,24.01,0.28,F,5,0.002,0.714,3,0.015,0.001,0.36,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,11,29.66,24.68,0.29,M,4,0.001,0.345,3,0.011,0.001,0.34,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,12,22.31,18.69,0.14,F,1,0.001,0.714,F3,0.006,0.002,1.43,F
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,13,24.79,19.96,0.16,F,1,0.001,0.625,F3,0.013,0.001,0.63,F
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,14,27.22,22.22,0.23,M,5,0.001,0.435,F3,0.013,0.001,0.43,F
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,15,28.39,22.91,0.22,F,4,0.002,0.909,F2,0.008,0.008,3.64,F
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,16,26.78,21.22,0.18,F,5,0.001,0.556,F3,0.019,0.002,1.11,F
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,17,24.58,19.44,0.14,F,1,0.001,0.714,F3,0.007,0.001,0.71,F
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,18,29.3,23.67,0.3,F,4,0.002,0.667,F3,0.023,0.004,1.33,F
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,19,25.4,20.93,0.2,M,2,0.002,1.000,F2,0.003,0.001,0.50,F
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,20,28.03,23.06,0.24,M,2,0.001,0.417,F3,0.023,0.002,0.83,F
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,21,28,24.44,0.26,F,5,0.001,0.385,F3,0.011,0.004,1.54,F
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,22,30.6,24.9,0.36,M,4,0.003,0.833,F3,0.013,0.008,2.22,F
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,23,31.2,25.55,0.36,M,2,0.003,0.833,F3,0.023,0.004,1.11,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,24,27.1,21.95,0.19,M,5,0.001,0.526,F3,0.013,0.001,0.53,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,25,27.96,22.39,0.23,M,5,0.001,0.435,F3,0.018,0.001,0.43,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,26,30.17,23.59,0.26,F,4,0.006,2.308,F2,0.01,0.005,1.92,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,27,28.56,23.77,0.23,F,5,0.001,0.435,F3,0.015,0.001,0.43,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,28,28.51,24.09,0.24,F,5,0.002,0.833,F3,0.015,0.004,1.67,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,29,24.96,20.61,0.15,M,4,0.001,0.667,F3,0.011,0.001,0.67,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,30,26.91,22.2,0.2,M,5,0.001,0.500,D3,0.016,0.004,2.00,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,31,29.76,23.63,0.29,M,4,0.001,0.345,F3,0.023,0.004,1.38,F
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,32,28.52,22.92,0.23,F,5,0.002,0.870,F3,0.022,0.001,0.43,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,33,28.15,21.83,0.2,M,4,0.001,0.500,F3,0.005,0.001,0.50,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,34,24.61,20.5,0.16,M,4,0.003,1.875,F3,19,0.001,0.63,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,35,29.96,23.8,0.27,F,4,0.003,1.111,F3,0.028,0.002,0.74,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,36,27.79,21.98,0.21,F,5,0.002,0.952,F3,0.016,0.001,0.48,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,37,27.49,21.45,0.2,M,4,0.001,0.500,F3,0.015,0.004,2.00,F
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,38,28.16,21.5,0.22,M,3,0.003,1.364,F3,0.01,0.002,0.91,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,39,24.9,20.49,0.17,M,5,0.001,0.588,F3,0.015,0.002,1.18,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,40,24.1,20.05,0.16,M,1,0.001,0.625,F3,0.009,0.001,0.63,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,41,31.82,25.4,0.31,F,5,0.005,1.613,F3,0.025,0.002,0.65,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,42,26.88,21.06,0.2,M,5,0.001,0.500,F3,0.029,0.005,2.50,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,43,30.42,23.68,0.28,M,4,0.003,1.071,F3,0.033,0.002,0.71,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,44,28.53,21.48,0.22,M,4,0.003,1.364,F3,0.021,0.003,1.36,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,45,27.04,21.84,0.18,M,4,0.002,1.111,F3,0.006,0.002,1.11,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,46,33.91,26.62,0.41,F,2,0.011,2.683,F3,0.022,0.003,0.73,F
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,47,28.28,22.76,0.23,M,5,0.001,0.435,F3,0.019,0.001,0.43,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,48,28.5,23.07,0.25,F,5,0.001,0.400,F3,0.021,0.005,2.00,
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,49,29.43,22.29,0.26,M,3,0.002,0.769,F3,0.009,0.002,0.77,F
2281,7/24/2015,Jul-15,Amparo,Mata Atlântica,50,26.7,20.9,0.19,M,5,0.001,0.526,F3,0.012,0.003,1.58,
2292,7/24/2015,Jul-15,Gararu,Mata Atlântica,1,37.01,28.45,0.5,M,4,0.001,0.200,F3,0.024,0.005,1.00,
2292,7/24/2015,Jul-15,Gararu,Mata Atlântica,2,34.03,25.62,0.36,M,2,0.001,0.278,F3,0.016,0.005,1.39,
2292,7/24/2015,Jul-15,Gararu,Mata Atlântica,3,35.83,27.38,0.43,F,3,0.018,4.186,D3,0.022,0.006,1.40,
2292,7/24/2015,Jul-15,Gararu,Mata Atlântica,4,30.54,24.56,0.25,M,2,0.002,0.800,F3,0.014,0.001,0.40,
2292,7/24/2015,Jul-15,Gararu,Mata Atlântica,5,34.8,26.96,0.4,M,3,0.005,1.250,F2,0.007,0.001,0.25,
2292,7/24/2015,Jul-15,Gararu,Mata Atlântica,6,32.17,24.56,0.29,M,4,0.001,0.345,F3,0.009,0.002,0.69,
2292,7/24/2015,Jul-15,Gararu,Mata Atlântica,7,33.89,27.52,0.42,F,5,0.003,0.714,F3,0.007,0.006,1.43,
2292,7/24/2015,Jul-15,Gararu,Mata Atlântica,8,30.79,24.55,0.35,M,2,0.002,0.571,F2,0.006,0.01,2.86,
2292,7/24/2015,Jul-15,Gararu,Mata Atlântica,9,32.3,25.1,0.34,M,3,0.004,1.176,F3,0.009,0.007,2.06,
2292,7/24/2015,Jul-15,Gararu,Mata Atlântica,10,21.16,25.64,0.32,M,3,0.003,0.938,F3,0.009,0.003,0.94,
2292,7/24/2015,Jul-15,Gararu,Mata Atlântica,11,21.75,16.97,0.09,F,1,0.001,1.111,F3,0.006,0.001,1.11,
2292,7/24/2015,Jul-15,Gararu,Mata Atlântica,12,30.01,23.05,0.24,F,5,0.001,0.417,F2,0.007,0.001,0.42,
2292,7/24/2015,Jul-15,Gararu,Mata Atlântica,13,34.37,27.09,0.46,F,3,0.019,4.130,F3,0.017,0.002,0.43,
2292,7/24/2015,Jul-15,Gararu,Mata Atlântica,14,34.77,27.02,0.38,M,4,0.004,1.053,F2,0.006,0.002,0.53,
2292,7/24/2015,Jul-15,Gararu,Mata Atlântica,15,33.62,26.57,0.4,F,3,0.024,6.000,F3,0.024,0.006,1.50,FEC
2292,7/24/2015,Jul-15,Gararu,Mata Atlântica,16,32.16,25.69,0.3,M,5,0.001,0.333,F3,0.019,0.005,1.67,
2292,7/24/2015,Jul-15,Gararu,Mata Atlântica,17,23.49,18.79,0.15,F,1,0.001,0.667,F3,0.008,0.002,1.33,
2292,7/24/2015,Jul-15,Gararu,Mata Atlântica,18,34.41,27.19,0.4,F,5,0.006,1.500,F1,0.006,0.004,1.00,
2292,7/24/2015,Jul-15,Gararu,Mata Atlântica,19,34.01,26.11,0.38,M,3,0.004,1.053,F3,0.013,0.006,1.58,
2292,7/24/2015,Jul-15,Gararu,Mata Atlântica,20,31.77,26.76,0.4,F,5,0.004,1.000,F3,0.031,0.002,0.50,
2292,7/24/2015,Jul-15,Gararu,Mata Atlântica,21,34.64,26.41,0.4,F,3,0.02,5.000,F2,0.015,0.005,1.25,
2292,7/24/2015,Jul-15,Gararu,Mata Atlântica,22,31.85,24.95,0.28,M,2,0.002,0.714,F3,0.019,0.003,1.07,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,1,34.44,28.17,0.4,M,3,0.004,1.000,F1,0.006,0.006,1.50,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,2,31.75,26.68,0.36,M,4,0.001,0.278,D1,0.001,0.005,1.39,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,3,28.5,22.72,0.2,F,5,0.003,1.500,F1,0.006,0.002,1.00,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,4,25.09,20.87,0.16,M,5,0.001,0.625,F1,0.004,0.001,0.63,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,5,19.6,16.24,0.09,M,1,0.001,1.111,F1,0.003,0.001,1.11,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,6,33.83,27.47,0.38,F,3,0.021,5.526,F2,0.009,0.002,0.53,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,7,34.96,28.68,0.49,F,3,0.023,4.694,D1,0.008,0.007,1.43,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,8,30.68,24.59,0.3,F,5,0.005,1.667,F1,0.005,0.004,1.33,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,9,32.8,26.41,0.37,M,4,0.001,0.270,F2,0.013,0.003,0.81,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,10,31.81,25.74,0.35,M,3,0.003,0.857,F2,0.01,0.007,2.00,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,11,30.91,24.74,0.31,M,4,0.001,0.323,F2,0.011,0.004,1.29,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,12,31.6,26.07,0.33,F,5,0.007,2.121,F2,0.008,0.001,0.30,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,13,35.56,29.74,0.48,F,5,0.003,0.625,F2,0.011,0.004,0.83,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,14,30.37,24.15,0.27,M,4,0.002,0.741,F2,0.005,0.004,1.48,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,15,33.53,27.56,0.42,F,5,0.003,0.714,F2,0.011,0.003,0.71,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,16,34.07,26.79,0.41,F,5,0.001,0.244,F3,0.009,0.002,0.49,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,17,26.65,20.97,0.15,M,1,0.001,0.667,F2,0.006,0.001,0.67,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,18,33.44,28.1,0.44,M,3,0.005,1.136,F3,0.011,0.004,0.91,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,19,35.66,28.95,0.49,F,4,0.011,2.245,F3,0.01,0.002,0.41,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,20,27.6,21.71,0.2,M,2,0.001,0.500,F2,0.007,0.003,1.50,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,21,32.84,26.54,0.37,M,2,0.002,0.541,F2,0.006,0.001,0.27,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,22,34.15,27.63,0.43,F,3,0.029,6.744,F3,0.009,0.005,1.16,FEC
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,23,29.1,23.37,0.28,M,2,0.001,0.357,F1,0.004,0.001,0.36,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,24,31.69,25.38,0.37,M,2,0.002,0.541,F2,0.011,0.004,1.08,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,25,29.59,24.82,0.26,M,3,0.003,1.154,F2,0.006,0.002,0.77,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,26,35.17,28.79,0.51,F,3,0.024,4.706,F3,0.013,0.006,1.18,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,27,35.63,30.22,0.56,F,3,0.023,4.107,F2,0.006,0.003,0.54,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,28,33.26,26.52,0.4,F,5,0.005,1.250,F2,0.01,0.003,0.75,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,29,25.38,21.83,0.21,M,5,0.001,0.476,F2,0.005,0.002,0.95,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,30,32.27,27.09,0.39,F,4,0.004,1.026,F2,0.013,0.005,1.28,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,31,35.15,28.38,0.45,M,2,0.002,0.444,F2,0.01,0.004,0.89,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,32,34.56,27.97,0.48,F,5,0.008,1.667,VZ,,0.004,0.83,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,33,33.39,27.01,0.42,M,3,0.003,0.714,F3,0.009,0.001,0.24,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,34,30.92,25.38,0.32,F,5,0.001,0.313,F2,0.007,0.005,1.56,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,35,33.67,26.06,0.4,M,3,0.003,0.750,F2,0.01,0.001,0.25,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,36,27.53,23.33,0.24,F,5,0.003,1.250,F2,0.004,0.002,0.83,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,37,34.96,28.66,0.49,F,3,0.02,4.082,F2,0.017,0.002,0.41,FEC
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,38,29.72,23.02,0.32,M,2,0.001,0.313,F1,0.013,0.001,0.31,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,39,38.37,30.31,0.54,M,3,0.004,0.741,VZ,,0.002,0.37,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,40,33.41,26.86,0.42,M,2,0.003,0.714,F3,0.012,0.002,0.48,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,41,28.03,22.85,0.23,F,5,0.002,0.870,F2,0.007,0.002,0.87,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,42,33.23,29.37,0.48,M,3,0.005,1.042,F2,0.01,0.006,1.25,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,43,32.2,26.04,0.35,M,3,0.004,1.143,F2,0.007,0.002,0.57,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,44,36.88,29.48,0.57,F,4,0.006,1.053,F3,0.018,0.001,0.18,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,45,36.3,29.8,0.55,F,5,0.003,0.545,F2,0.017,0.004,0.73,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,46,36.76,30.08,0.56,M,3,0.008,1.429,F2,0.012,0.004,0.71,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,47,36.57,31.06,0.29,M,5,0.001,0.345,F2,0.007,0.003,1.03,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,48,32.32,28.04,0.43,M,2,0.002,0.465,F3,0.016,0.002,0.47,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,49,33.11,25.67,0.37,M,2,0.001,0.270,VZ,,0.002,0.54,
2410,10/21/2015,Oct-15,Gararu,Mata Atlântica,50,36.82,29.32,0.52,F,2,0.016,3.077,F3,0.006,0.003,0.58,
