CIUFS,Data,Campanha,localidade,Bioma,Nº,CT,CP,PT,Sexo,Estádio,PG,IGS,GRE,PE,PF,Fixado,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,20,33.31,27.13,0.39,F,4,0.010,2.564,F3,0.007,0.004,,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,21,27.4,21.91,0.13,F,5,0.001,0.769,VZ,,0.002,F,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,22,33.07,27.04,0.39,F,5,0.008,2.051,F3,0.014,0.003,F,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,23,30.94,26.08,0.28,F,3,0.003,1.071,VZ,,0.004,F,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,24,30.26,24.56,0.27,F,5,0.008,2.963,F2,0.010,0.004,F,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,25,30.85,24.09,0.26,M,2,0.003,1.154,F2,0.009,0.005,F,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,26,28.31,22.92,0.21,M,2,0.002,0.952,F3,0.010,0.001,F,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,27,27.36,21.55,0.19,F,1,0.001,0.526,F3,0.007,0.002,F,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,28,21.5,17.3,0.08,F,1,0.001,1.250,F2,0.006,0.001,F,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,29,31.46,25.3,0.31,M,4,0.003,0.968,F3,0.009,0.003,,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,30,20.4,16.72,0.07,M,1,0.001,1.429,F2,0.002,0.002,F,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,31,33.68,27.18,0.36,M,2,0.003,0.833,F3,0.006,0.002,F,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,32,30.04,25.85,0.27,F,5,0.002,0.741,F2,0.006,0.002,,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,33,33.37,27.51,0.41,M,3,0.001,0.244,F3,0.010,0.003,F,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,34,33.61,28.26,0.36,M,3,0.002,0.556,F2,0.003,0.002,,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,35,33.47,24.83,0.36,M,3,0.003,0.833,F3,0.009,0.003,,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,36,34.79,26.95,0.5,F,3,0.024,4.800,F2,0.005,0.004,,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,37,32.88,25.75,0.36,M,3,0.004,1.111,F3,0.008,0.006,,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,38,30.09,25.18,0.29,M,4,0.001,0.345,D1,0.007,0.003,F,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,39,29.11,30.63,0.29,F,5,0.006,2.069,F3,0.005,0.001,,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,40,30.33,25.15,0.22,F,5,0.004,1.818,F3,0.005,0.002,,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,41,35.26,29.17,0.46,F,5,0.002,0.435,F2,0.008,0.002,,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,42,36.42,27.63,0.53,F,4,0.009,1.698,F3,0.006,0.006,,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,43,32.16,25.69,0.39,F,4,0.002,0.513,VZ,,0.004,,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,44,33.07,26.74,0.38,M,2,0.002,0.526,F2,0.006,0.003,,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,45,32.63,25.73,0.39,M,2,0.002,0.513,F2,0.010,0.002,F,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,46,28.75,21.91,0.2,M,4,0.001,0.500,F2,0.003,0.004,F,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,47,36.8,28.03,0.49,M,3,0.003,0.612,VZ,,0.001,F,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,48,24.8,19.69,0.19,M,5,0.001,0.526,F2,0.004,0.001,F,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,49,26.53,20.11,0.18,M,5,0.001,0.556,F2,0.006,0.002,F,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,50,30.79,23.14,0.37,F,5,0.004,1.081,F2,0.013,0.002,F,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,1,27.96,23.43,0.2,F,5,0.003,1.500,F3,0.009,0.003,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,2,35.07,27.68,0.36,F,4,0.013,3.611,F3,0.016,0.001,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,3,28.01,22.05,0.22,F,2,0.003,1.364,F3,0.008,0.001,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,4,29.97,24.06,0.26,F,4,0.011,4.231,F3,0.010,0.004,, CIUFS and Nº from the 
2289,7/23/2015,Jul-15,Curralinho,Caatinga,5,29.01,22.92,0.22,F,4,0.004,1.818,F3,0.009,0.002,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,6,30.22,24.1,0.29,F,3,0.020,6.897,F3,0.017,0.001,FEC,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,7,29.72,23.15,0.3,F,3,0.020,6.667,F3,0.017,0.003,F,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,8,32.19,25.17,0.33,F,3,0.028,8.485,F3,0.010,0.004,F,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,9,29.58,22.47,0.22,F,4,0.007,3.182,F3,0.004,0.002,F,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,10,27.42,20.98,0.19,F,5,0.003,1.579,F3,0.010,0.002,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,11,33.46,24.97,0.26,f,4,0.008,3.077,F3,0.004,0.009,,DÚVIDA SE É GONADA
2289,7/23/2015,Jul-15,Curralinho,Caatinga,12,27.98,23.65,0.19,F,5,0.001,0.526,F3,0.004,0.003,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,13,27.36,22.23,0.16,M,3,0.002,1.250,F3,0.008,0.003,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,14,33.64,26.78,0.26,F,5,0.003,1.154,F2,0.003,0.008,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,15,24.85,18.83,0.1,M,5,0.001,1.000,F3,0.007,0.001,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,16,28.64,21,0.17,M,5,0.001,0.588,F3,0.008,0.002,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,17,27.46,20.89,0.16,M,2,0.001,0.625,F2,0.003,0.003,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,18,32.52,25.92,0.29,F,4,0.009,3.103,F2,0.007,0.009,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,19,25.88,19.83,0.15,M,5,0.001,0.667,F2,0.007,0.003,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,20,23.73,17.78,0.1,F,1,0.002,2.000,F3,0.003,0.003,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,21,24.56,19.31,0.11,F,5,0.001,0.909,F3,0.003,0.004,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,22,28.01,23.29,0.21,M,5,0.001,0.476,F3,0.004,0.005,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,23,27.47,21.72,0.17,M,2,0.002,1.176,F2,0.004,0.003,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,24,27.55,21.89,0.18,M,3,0.002,1.111,F3,0.009,0.004,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,25,29.52,23.7,0.24,F,5,0.003,1.250,F3,0.006,0.003,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,26,28.12,20.64,0.15,M,4,0.002,1.333,F2,0.005,0.002,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,27,26.87,20.02,0.14,M,4,0.001,0.714,F2,0.004,0.003,F,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,28,31.71,24.17,0.27,F,4,0.013,4.815,F2,0.012,0.005,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,29,31.6,24.68,0.29,F,2,0.015,5.172,F3,0.007,0.004,F,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,30,31.17,24.75,0.26,M,2,0.002,0.769,F3,0.011,0.003,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,31,29.95,23.54,0.22,F,4,0.011,5.000,F3,0.007,0.003,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,32,27.71,21.37,0.19,F,5,0.002,1.053,F3,0.008,0.002,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,33,31.7,25.44,0.27,M,3,0.009,3.333,D3,0.014,0.008,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,34,22.87,17.68,0.09,I,1,0.001,1.111,F3,0.001,0.001,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,35,24.22,17.82,0.14,F,1,0.001,0.714,F3,0.006,0.005,F,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,36,32.42,24.5,0.33,F,3,0.023,6.970,F3,0.015,0.005,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,37,23.3,18.27,0.11,I,1,0.001,0.909,F2,0.006,0.003,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,38,30.15,24.37,0.28,F,4,0.006,2.143,F3,0.010,0.002,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,39,28.85,23.58,0.26,M,4,0.001,0.385,VZ,X,0.003,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,40,24.76,18.98,0.16,F,5,0.001,0.625,F2,0.005,0.003,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,41,23.57,18.2,0.1,F,1,0.001,1.000,VZ,X,0.005,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,42,22.81,19.16,0.13,F,1,0.001,0.769,F3,0.005,0.002,F,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,43,25.78,20.74,0.18,F,1,0.001,0.556,F3,0.006,0.002,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,44,27.48,21.14,0.19,F,5,0.004,2.105,F3,0.008,0.004,,
2289,7/23/2015,Jul-15,Curralinho,Caatinga,45,30.22,24.34,0.29,F,5,0.005,1.724,F3,0.010,0.005,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,1,44.9,34.91,0.87,F,5,0.006,0.690,F3,0.033,0.006,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,2,34.61,25.98,0.39,M,3,0.003,0.769,F3,0.013,0.002,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,3,28.71,22.35,0.24,M,4,0.001,0.417,F1,0.007,0.002,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,4,28.07,21.76,0.21,M,4,0.001,0.476,F1,0.004,0.003,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,5,30.8,23.76,0.21,F,1,0.001,0.476,F1,0.006,0.001,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,6,31.23,24.63,0.3,M,3,0.002,0.667,F2,0.012,0.002,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,7,41.77,32.76,0.74,F,5,0.003,0.405,F1,0.020,0.007,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,8,28.58,22.01,0.22,M,2,0.001,0.455,F2,0.005,0.002,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,9,35.35,27.9,0.46,F,2,0.018,3.913,F3,0.011,0.005,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,10,26.91,21.19,0.17,F,5,0.001,0.588,F2,0.003,0.002,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,11,34.5,26.94,0.36,F,2,0.012,3.333,VZ,,0.002,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,12,27.65,20.83,0.18,M,1,0.001,0.556,VZ,,0.001,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,13,33.94,26.79,0.4,F,4,0.013,3.250,F3,0.028,0.004,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,14,33.33,24.75,0.35,M,4,0.003,0.857,F3,0.015,0.004,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,15,33.52,25.25,0.33,F,5,0.005,1.515,F3,0.016,0.007,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,16,28.34,21.25,0.19,F,5,0.003,1.579,F2,0.011,0.004,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,17,27.57,22.36,0.21,M,4,0.001,0.476,F2,0.008,0.002,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,18,29.43,22.49,0.25,M,4,0.002,0.800,F2,0.008,0.003,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,19,29.69,22.29,0.21,M,4,0.002,0.952,F2,0.008,0.003,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,20,36.56,28.3,0.43,F,5,0.005,1.163,F3,0.016,0.003,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,21,34.72,26.52,0.39,F,4,0.007,1.795,F3,0.021,0.006,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,22,29.9,23.81,0.24,M,2,0.002,0.833,F3,0.012,0.003,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,23,28.49,22.95,0.22,F,1,0.002,0.909,F2,0.009,0.002,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,24,27.32,21.51,0.19,M,4,0.001,0.526,F1,0.006,0.001,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,25,32.49,24.97,0.33,F,2,0.008,2.424,F3,0.015,0.003,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,26,30.03,23.96,0.25,M,2,0.001,0.400,F2,0.006,0.002,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,27,27.51,21.14,0.21,F,5,0.002,0.952,F1,0.005,0.002,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,28,32.96,25.78,0.39,F,5,0.004,1.026,F3,0.016,0.003,F,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,29,32.84,25.29,0.36,F,2,0.015,4.167,F3,0.010,0.003,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,30,30.84,25.61,0.3,M,2,0.001,0.333,F3,0.011,0.002,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,31,33.97,26.85,0.39,F,4,0.012,3.077,F2,0.009,0.003,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,32,34.22,28.4,0.47,F,5,0.005,1.064,F3,0.027,0.004,F,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,33,26.91,21.97,0.2,M,4,0.001,0.500,D1,0.007,0.002,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,34,28.61,23.2,0.24,F,5,0.003,1.250,F2,0.011,0.002,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,35,27.58,23,0.22,F,5,0.002,0.909,F2,0.007,0.002,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,36,34.89,28.14,0.42,M,3,0.005,1.190,F2,0.012,0.004,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,37,32.44,26.8,0.34,F,5,0.005,1.471,F2,0.007,0.003,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,38,30.13,24.47,0.3,F,5,0.002,0.667,F3,0.013,0.002,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,39,30.42,24.89,0.27,F,5,0.003,1.111,F2,0.004,0.002,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,40,35.4,29.15,0.44,F,5,0.003,0.682,F3,0.012,0.002,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,41,29.52,24.57,0.29,F,5,0.004,1.379,F2,0.006,0.002,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,42,28.28,22.09,0.22,M,2,0.002,0.909,F2,0.008,0.002,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,43,34.54,27.62,0.43,F,5,0.002,0.465,D1,0.007,0.005,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,44,36.41,27.79,0.48,F,4,0.008,1.667,F3,0.018,0.009,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,45,26.66,21.46,0.16,M,3,0.004,2.500,VZ,,0.003,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,46,31.41,24.83,0.33,F,5,0.003,0.909,F2,0.009,0.006,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,47,29.5,24.05,0.26,M,2,0.001,0.385,F3,0.011,0.005,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,48,26.05,21.05,0.18,M,2,0.001,0.556,F3,0.010,0.005,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,49,26.77,21.66,0.19,F,5,0.001,0.526,F1,0.005,0.003,,
2422,10/20/2015,Oct-15,Ilha do ouro,Caatinga,50,27.48,21.73,0.15,F,5,0.003,2.000,F3,0.010,0.007,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,1,30.68,24.36,0.24,F,4,0.006,2.500,F2,0.007,0.003,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,2,32.69,26.68,0.22,M,2,0.002,0.909,F1,0.010,0.006,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,3,30.71,24.56,0.26,F,2,0.013,5.000,F2,0.009,0.004,F,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,4,26.72,22,0.17,M,2,0.001,0.588,F1,0.006,0.002,F,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,5,29.36,23.58,0.23,F,2,0.016,6.957,F3,0.008,0.003,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,6,26.53,21.23,0.19,M,2,0.001,0.526,F2,0.006,0.001,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,7,24.18,20.98,0.14,F,5,0.002,1.429,F1,0.007,0.001,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,8,28.89,23.8,0.26,M,3,0.002,0.769,F1,0.006,0.004,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,9,29.03,23.64,0.16,M,3,0.002,1.250,F1,0.002,0.005,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,10,25.69,21.08,0.36,F,2,0.016,4.444,F2,0.006,0.005,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,11,30.41,25.19,0.2,M,4,0.001,0.500,F3,0.012,0.002,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,12,27.67,22.5,0.13,M,3,0.002,1.538,F2,0.005,0.002,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,13,23.22,19.31,0.34,F,4,0.005,1.471,F2,0.007,0.002,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,14,31.43,25.68,0.31,F,4,0.002,0.645,F3,0.005,0.004,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,15,30.55,25.85,0.21,F,3,0.011,5.238,F2,0.005,0.006,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,16,22.34,18.11,0.1,M,2,0.001,1.000,F2,0.003,0.002,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,17,34.77,28.29,0.46,F,4,0.020,4.348,F3,0.016,0.006,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,18,28.12,24.46,0.23,F,2,0.006,2.609,F2,0.006,0.005,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,19,27.26,21.06,0.18,M,4,0.001,0.556,VZ,,0.013,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,20,31.74,25.86,0.36,M,3,0.003,0.833,F2,0.008,0.005,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,21,32.99,27.08,0.37,F,2,0.013,3.514,F2,0.006,0.005,F,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,22,30.61,24.31,0.29,F,5,0.004,1.379,D1,0.005,0.005,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,23,28.21,23.22,0.22,M,3,0.002,0.909,F2,0.005,0.001,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,24,27.03,23.02,0.2,F,4,0.006,3.000,F3,0.004,0.005,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,25,28.6,22.3,0.26,M,4,0.002,0.769,F2,0.003,0.002,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,26,36.11,28.37,0.47,F,3,0.017,3.617,F3,0.012,0.005,FEC,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,27,28.66,22.11,0.21,M,4,0.001,0.476,F2,0.005,0.003,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,28,31.29,25.51,0.29,M,3,0.002,0.690,F1,0.005,0.004,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,29,32.18,26.76,0.36,F,5,0.005,1.389,F2,0.004,0.004,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,30,26.63,22.47,0.2,M,4,0.001,0.500,F2,0.001,0.007,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,31,31.04,26.61,0.31,F,4,0.006,1.935,F3,0.008,0.004,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,32,23.38,19.24,0.14,F,1,0.002,1.429,F1,0.003,0.002,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,33,28.57,22.91,0.29,F,3,0.018,6.207,F3,0.006,0.004,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,34,26.51,22.17,0.21,F,5,0.001,0.476,F1,0.003,0.005,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,35,30.47,25.4,0.29,F,5,0.003,1.034,F2,0.008,0.004,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,36,31.04,25.18,0.33,F,2,0.005,1.515,F2,0.012,0.003,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,37,28.58,23.44,0.22,M,4,0.001,0.455,F3,0.014,0.002,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,38,30.45,25.26,0.29,M,3,0.002,0.690,F1,0.004,0.001,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,39,31.41,24.24,0.21,M,2,0.001,0.476,VZ,,0.003,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,40,29.23,23.4,0.3,F,5,0.004,1.333,F3,0.010,0.006,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,41,32.27,26.38,0.35,F,4,0.010,2.857,F1,0.004,0.006,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,42,31.07,24.41,0.3,F,4,0.007,2.333,F2,0.004,0.006,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,43,30.49,25.14,0.28,F,5,0.001,0.357,VZ,,0.002,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,44,27.96,22.79,0.2,M,2,0.002,1.000,F2,0.004,0.004,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,45,31.09,25.73,0.27,M,3,0.003,1.111,VZ,,0.007,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,46,28.31,23.91,0.3,F,5,0.017,5.667,F2,0.012,0.015,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,47,29.7,23.42,0.26,F,5,0.004,1.538,F3,0.008,0.010,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,48,29.7,23.21,0.19,F,5,0.013,6.842,F1,0.008,0.010,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,49,23.72,19.81,0.14,F,5,0.007,5.000,F2,0.004,0.002,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,50,30.6,24.57,0.32,F,4,0.016,5.000,F1,0.016,0.011,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,1,35.82,28.8,0.41,F,3,0.017,4.146,F1,0.010,0.006,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,2,26.14,20.08,0.12,M,5,0.001,0.833,F3,0.006,0.002,F,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,3,23.6,18.5,0.1,M,1,0.001,1.000,VZ,,0.002,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,4,22.46,17.59,0.08,I,1,0.001,1.250,VZ,,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,5,22.36,17.86,0.07,I,1,0.001,1.429,VZ,,0.001,F,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,6,28.61,23.07,0.18,F,5,0.001,0.556,F1,0.006,0.002,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,7,30.35,23.35,0.25,F,3,0.011,4.400,VZ,,0.002,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,8,29.66,22.54,0.2,F,5,0.001,0.500,VZ,,0.004,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,9,29.1,21.52,0.17,M,2,0.001,0.588,VZ,,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,10,27.78,21.44,0.16,M,3,0.003,1.875,F2,0.003,0.005,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,11,26.74,21.77,0.17,M,2,0.001,0.588,F2,0.008,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,12,22.56,17.98,0.09,M,2,0.002,2.222,D1,0.006,0.002,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,13,26.64,20.49,0.13,M,2,0.001,0.769,F2,0.006,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,14,28.43,22.13,0.19,M,4,0.001,0.526,F3,0.006,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,15,28.61,22.59,0.22,F,5,0.001,0.455,F2,0.007,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,16,39.27,30.8,0.46,M,3,0.003,0.652,VZ,,0.002,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,17,27.24,21.17,0.18,F,1,0.001,0.556,F1,0.004,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,18,33.54,25.72,0.33,F,4,0.003,0.909,F1,0.005,0.002,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,19,24.46,18.59,0.09,M,5,0.001,1.111,VZ,,0.003,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,20,26.42,21.09,0.15,M,2,0.002,1.333,VZ,,0.002,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,21,27.92,21.67,0.16,F,5,0.001,0.625,VZ,,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,22,29.5,23.97,0.22,F,5,0.001,0.455,F2,0.003,0.004,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,23,26.5,21.1,0.13,M,4,0.002,1.538,F2,0.005,0.002,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,24,27.69,21.65,0.14,M,4,0.001,0.714,F2,0.009,0.005,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,25,28.31,22.57,0.16,F,5,0.001,0.625,F2,0.007,0.007,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,26,27.96,22.85,0.17,F,5,0.001,0.588,VZ,,0.002,,
