CIUFS,Data,Campanha,localidade,Bioma,Nº,CT,CP,PT,Sexo,Estádio,PG,IGS,GRE,PE,PF,Fixado,
2014,4/14/2015,Apr-15,Niterói,Caatinga,23,25.53,20.06,0.11,F,5,0.001,0.909,F2,0.007,0.001,F,
2014,4/14/2015,Apr-15,Niterói,Caatinga,24,29.98,23.55,0.27,M,4,0.002,0.741,F2,0.009,0.007,F,
2014,4/14/2015,Apr-15,Niterói,Caatinga,25,34.51,29.65,0.48,F,3,0.039,8.125,F2,0.021,0.004,FEC,
2014,4/14/2015,Apr-15,Niterói,Caatinga,26,29.21,24.29,0.23,M,2,0.001,0.435,F2,0.006,0.003,F,
2014,4/14/2015,Apr-15,Niterói,Caatinga,27,30.55,25.3,0.28,M,4,0.001,0.357,F3,0.012,0.002,F,
2014,4/14/2015,Apr-15,Niterói,Caatinga,28,31.01,24.73,0.27,M,4,0.002,0.741,F2,0.013,0.004,F,
2014,4/14/2015,Apr-15,Niterói,Caatinga,29,32.52,26.16,0.34,F,3,0.037,10.882,D2,0.019,0.004,FEC,
2014,4/14/2015,Apr-15,Niterói,Caatinga,30,35.06,28.96,0.51,F,3,0.036,7.059,D3,0.011,0.006,FEC,
2014,4/14/2015,Apr-15,Niterói,Caatinga,31,38.72,31.1,0.6,F,2,0.023,3.833,F3,0.023,0.003,F,
2014,4/14/2015,Apr-15,Niterói,Caatinga,32,29.44,24.14,0.24,F,4,0.004,1.667,F2,0.006,0.003,,
2014,4/14/2015,Apr-15,Niterói,Caatinga,33,32.44,26.3,0.36,M,3,0.008,2.222,VZ,,0.005,,
2014,4/14/2015,Apr-15,Niterói,Caatinga,34,23.61,19.64,0.14,M,1,0.001,0.714,F2,0.009,0.003,F,
2014,4/14/2015,Apr-15,Niterói,Caatinga,35,30.71,24.29,0.27,M,3,0.003,1.111,F2,0.005,0.002,F,
2014,4/14/2015,Apr-15,Niterói,Caatinga,36,35.36,30.01,0.63,F,2,0.018,2.857,F1,0.005,0.006,F,
2014,4/14/2015,Apr-15,Niterói,Caatinga,37,36.9,29.76,0.51,F,4,0.008,1.569,F3,0.007,0.002,F,
2014,4/14/2015,Apr-15,Niterói,Caatinga,38,24.74,19.8,0.15,M,4,0.002,1.333,F3,0.010,0.003,F,
2014,4/14/2015,Apr-15,Niterói,Caatinga,39,35.37,27.88,0.45,F,3,0.039,8.667,F2,0.012,0.008,FEC,
2014,4/14/2015,Apr-15,Niterói,Caatinga,40,30.24,24.19,0.32,M,4,0.002,0.625,F1,0.009,0.002,F,
2014,4/14/2015,Apr-15,Niterói,Caatinga,41,21.18,16.27,0.07,I,1,0.001,1.429,F3,0.005,0.001,,
2014,4/14/2015,Apr-15,Niterói,Caatinga,42,29.4,22.68,0.24,M,2,0.001,0.417,D2,0.005,0.003,F,
2014,4/14/2015,Apr-15,Niterói,Caatinga,43,29.51,23.97,0.24,F,5,0.001,0.417,F2,0.007,0.003,F,
2014,4/14/2015,Apr-15,Niterói,Caatinga,44,32.72,30.34,0.5,M,3,0.007,1.400,VZ,,0.006,,
2014,4/14/2015,Apr-15,Niterói,Caatinga,45,19.21,15.21,0.06,F,1,0.001,1.667,VZ,,0.002,F,
2014,4/14/2015,Apr-15,Niterói,Caatinga,46,26.73,22.56,0.19,F,5,0.001,0.526,VZ,,0.002,F,
2014,4/14/2015,Apr-15,Niterói,Caatinga,47,32.98,25.96,0.36,F,5,0.004,1.111,F3,0.011,0.007,F,
2014,4/14/2015,Apr-15,Niterói,Caatinga,48,33.13,28.02,0.45,F,4,0.019,4.222,VZ,,0.009,F,
2014,4/14/2015,Apr-15,Niterói,Caatinga,49,30.79,25.42,0.42,F,2,0.025,5.952,VZ,,0.014,F,
2014,4/14/2015,Apr-15,Niterói,Caatinga,50,29.5,25.78,0.31,F,5,0.009,2.903,F2,0.004,0.005,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,1,34.31,27.77,0.53,M,3,0.006,1.132,F3,0.021,0.005,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,2,34.72,29.7,0.51,M,3,0.005,0.980,F3,0.016,0.005,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,3,30.47,25.53,0.34,F,5,0.001,0.294,F2,0.006,0.003,,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,4,35.01,29.21,0.6,M,3,0.004,0.667,F2,0.019,0.008,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,5,36.51,30.31,0.62,F,4,0.009,1.452,F3,0.020,0.009,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,6,33.26,26.7,0.48,M,2,0.003,0.625,F3,0.014,0.005,,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,7,35.6,29.26,0.6,M,3,0.004,0.667,F3,0.013,0.003,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,8,29.41,24.21,0.31,F,5,0.004,1.290,F2,0.013,0.007,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,9,27.04,22.15,0.25,F,5,0.003,1.200,F3,0.008,0.001,,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,10,32.12,26.21,0.41,F,5,0.005,1.220,F2,0.021,0.009,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,11,33.95,28.46,0.47,M,3,0.004,0.851,F3,0.019,0.008,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,12,28.34,22.34,0.23,F,5,0.003,1.304,F2,0.008,0.001,,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,13,31.39,26.27,0.32,M,4,0.003,0.938,F1,0.015,0.010,,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,14,38.35,31.03,0.67,M,3,0.009,1.343,F3,0.022,0.008,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,15,34.12,26.63,0.41,F,2,0.014,3.415,F3,0.019,0.012,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,16,32.75,26.19,0.38,M,3,0.004,1.053,F3,0.012,0.004,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,17,32.41,26.32,0.41,M,3,0.006,1.463,F2,0.014,0.007,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,18,33.03,27.28,0.35,M,3,0.004,1.143,F1,0.011,0.006,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,19,30.71,24.77,0.32,F,5,0.003,0.938,F2,0.016,0.011,,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,20,31.43,25.52,0.4,M,3,0.003,0.750,F2,0.005,0.004,,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,21,35.27,28.8,0.56,M,3,0.008,1.429,F3,0.014,0.007,,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,22,38.08,31.03,0.64,F,3,0.038,5.938,F3,0.018,0.013,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,23,15.61,13.06,0.04,I,1,0.001,2.500,0,0.001,0.002,,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,24,34.84,28.59,0.53,M,3,0.008,1.509,F2,0.014,0.008,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,25,36.41,29.38,0.56,F,2,0.010,1.786,F2,0.013,0.003,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,26,34.97,28.74,0.56,F,4,0.005,0.893,F2,0.022,0.008,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,27,26.75,22,0.21,M,1,0.001,0.476,0,0.004,0.005,,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,28,30.61,25.3,0.33,M,5,0.002,0.606,F2,0.010,0.007,,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,29,22.03,17.88,0.12,I,1,0.001,0.833,0,0.002,0.002,,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,30,24.82,20.49,0.17,I,1,0.001,0.588,F1,0.007,0.003,,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,31,34,28.5,0.57,M,3,0.005,0.877,F2,0.008,0.012,,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,32,20.32,15.94,0.08,I,1,0.001,1.250,F3,0.011,0.019,,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,33,30.25,24.4,0.3,M,5,0.001,0.333,F3,0.016,0.003,,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,34,33.27,28.09,0.47,M,3,0.005,1.064,F3,0.012,0.007,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,35,,25.89,0.42,M,4,0.004,0.952,F2,0.005,0.004,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,36,22.28,18.16,0.12,I,1,0.001,0.833,F2,0.006,0.002,,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,37,36.18,29.46,0.62,M,3,0.009,1.452,F2,0.019,0.008,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,38,33.22,27.48,0.5,M,4,0.003,0.600,F3,0.014,0.004,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,39,33,26.88,0.48,M,2,0.003,0.625,F3,0.015,0.007,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,40,37.75,30.48,0.75,F,3,0.067,8.933,F3,0.050,0.035,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,41,25.42,21.12,0.19,M,2,0.001,0.526,VZ,,0.012,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,42,33.63,27.9,0.42,M,3,0.007,1.667,F2,0.013,0.009,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,43,33.94,27.81,0.43,M,4,0.004,0.930,F3,0.010,0.008,,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,44,34.9,26.44,0.46,F,5,0.001,0.217,F3,0.011,0.011,,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,45,34.2,27.6,0.46,M,3,0.007,1.522,F3,0.024,0.010,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,46,34.96,30.67,0.61,F,3,0.027,4.426,VZ,,0.009,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,47,35.34,29.18,0.51,M,3,0.005,0.980,F3,0.012,0.004,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,48,34.86,27.45,0.55,M,3,0.009,1.636,F2,0.013,0.009,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,49,36.07,29.49,0.63,F,4,0.011,1.746,F2,0.020,0.016,F,
2042,4/14/2015,Apr-15,"Porto da folha, Ilha do ouro",Caatinga,50,35.91,29.57,0.53,F,2,0.024,4.528,F3,0.021,0.010,F,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,1,40.23,33.07,0.96,F,2,0.048,5.000,VZ,,0.005,F,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,2,34.23,28.59,0.42,F,4,0.020,4.762,F1,0.008,0.005,,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,3,32.9,26.14,0.43,F,4,0.018,4.186,F2,0.009,0.004,,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,4,34.6,28.32,0.44,M,3,0.003,0.682,F3,0.007,0.003,,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,5,36.8,30.75,0.59,F,2,0.018,3.051,F3,0.012,0.006,F,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,6,36.94,30.86,0.58,M,3,0.006,1.034,VZ,,0.007,,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,7,35.04,28.77,0.48,F,2,0.029,6.042,VZ,,0.004,,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,8,35,28.48,0.39,M,3,0.005,1.282,VZ,,0.003,F,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,9,37.93,32.48,0.71,F,2,0.037,5.211,VZ,,0.005,F,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,10,35.44,29.43,0.45,M,3,0.006,1.333,F1,0.006,0.004,F,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,11,37.54,30.67,0.59,F,3,0.045,7.627,VZ,,0.002,FEC,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,12,30.66,28.2,0.53,M,3,0.005,0.943,F1,0.009,0.003,F,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,13,34.26,29.95,0.59,F,3,0.031,5.254,VZ,,0.003,FEC,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,14,33.28,28.47,0.54,F,4,0.018,3.333,F2,0.015,0.007,,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,15,36.77,31.2,0.55,F,3,0.043,7.818,F2,0.010,0.012,FEC,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,16,32.89,26.8,0.36,F,5,0.004,1.111,F2,0.012,0.005,FEC,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,17,36.07,28.43,0.45,F,4,0.020,4.444,F1,0.008,0.006,,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,18,35.32,30.44,0.59,F,3,0.034,5.763,VZ,,0.010,FEC,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,19,37.25,30.7,0.61,F,4,0.024,3.934,D1,0.007,0.006,,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,20,34.99,30.33,0.57,M,3,0.003,0.526,F2,0.007,0.004,F,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,21,36.69,29.6,0.52,F,2,0.019,3.654,F2,0.007,0.004,F,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,22,35.42,29.53,0.63,M,3,0.006,0.952,VZ,,0.003,F,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,23,34.91,28.61,0.44,F,4,0.012,2.727,F2,0.008,0.003,,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,24,35.49,29.11,0.55,M,3,0.006,1.091,VZ,,0.007,F,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,25,35.42,27.07,0.51,F,4,0.019,3.725,VZ,,0.003,,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,26,38.65,30.98,0.61,F,4,0.022,3.607,D1,0.004,0.005,,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,27,36.71,31.06,0.63,F,4,0.023,3.651,D1,0.006,0.004,,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,28,36.04,30.79,0.64,F,4,0.020,3.125,F1,0.009,0.006,,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,29,37.29,31.1,0.55,F,4,0.018,3.273,VZ,0.005,,,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,30,38.03,31.07,0.58,F,2,0.024,4.138,VZ,,0.008,,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,31,39.93,32.72,0.66,M,3,0.005,0.758,F3,0.013,0.002,,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,32,34.38,29.57,0.54,F,3,0.043,7.963,F1,0.006,0.004,FEC,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,33,32.77,29.52,0.52,M,5,0.001,0.192,VZ,,0.009,,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,34,35.85,29.62,0.55,F,2,0.032,5.818,D1,0.004,0.006,F,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,35,34.1,28.26,0.42,M,3,0.004,0.952,VZ,,0.002,,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,36,32.61,26.54,0.35,F,3,0.032,9.143,VZ,,0.005,FEC,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,37,31.14,25.29,0.28,M,4,0.002,0.714,VZ,,0.005,F,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,38,27.81,21.95,0.23,F,5,0.001,0.435,F1,0.008,0.001,F,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,39,25.73,19.68,0.15,M,3,0.002,1.333,F3,0.005,0.001,F,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,40,32.03,25.41,0.34,F,4,0.008,2.353,F1,0.007,0.003,,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,41,33.58,25.76,0.41,M,3,0.006,1.463,VZ,,0.009,,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,42,30.4,23.77,0.3,F,4,0.020,6.667,F2,0.010,0.004,,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,43,34.32,26.96,0.5,F,3,0.075,15.000,VZ,,0.004,,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,44,29.6,22.01,0.23,M,4,0.002,0.870,F2,0.008,0.003,F,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,45,24.69,18.45,0.13,F,1,0.001,0.769,F1,0.007,0.001,F,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,46,34.61,26.02,0.41,M,3,0.005,1.220,VZ,,0.009,F,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,47,31.39,23.66,0.37,M,4,0.004,1.081,VZ,,0.006,F,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,48,31.88,27.68,0.37,F,3,0.026,7.027,F2,0.008,0.004,F,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,49,35.54,30.47,0.58,F,3,0.048,8.276,VZ,,0.008,FEC,
2254,7/22/2015,Jul-15,UHE Xingó,Caatinga,50,37.83,30.99,0.61,F,3,0.055,9.016,VZ,,0.003,FEC,
2265,7/23/2015,Jul-15,Niterói,Caatinga,1,35.05,28.37,0.36,M,2,0.001,0.278,F3,0.006,0.001,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,2,31.19,28.19,0.39,M,3,0.008,2.051,F3,0.013,0.004,F,
2265,7/23/2015,Jul-15,Niterói,Caatinga,3,31.44,26.35,0.27,M,4,0.002,0.741,F2,0.006,0.002,F,
2265,7/23/2015,Jul-15,Niterói,Caatinga,4,27.23,22.5,0.19,F,5,0.001,0.526,F2,0.006,0.001,F,
2265,7/23/2015,Jul-15,Niterói,Caatinga,5,29.48,27.71,0.42,F,2,0.022,5.238,F3,0.012,0.004,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,6,31.79,26.8,0.34,M,4,0.001,0.294,F2,0.004,0.003,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,7,,29.27,0.48,M,3,0.008,1.667,F3,0.006,0.003,F,
2265,7/23/2015,Jul-15,Niterói,Caatinga,8,31.88,24.54,0.25,M,2,0.001,0.400,D1,0.007,0.005,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,9,34.91,28.76,0.42,F,4,0.016,3.810,F2,0.009,0.009,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,10,32.72,24.92,0.23,M,4,0.001,0.435,F2,0.006,0.001,F,
2265,7/23/2015,Jul-15,Niterói,Caatinga,11,33.1,29.06,0.33,F,3,0.024,7.273,F3,0.008,0.004,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,12,33.2,27.68,0.28,F,5,0.004,1.429,F1,0.009,0.006,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,13,33.15,27.42,0.35,M,3,0.005,1.429,F2,0.006,0.003,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,14,29.61,24.84,0.25,M,4,0.002,0.800,F2,0.007,0.002,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,15,26.45,21.74,0.16,M,5,0.001,0.625,F3,0.008,0.001,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,16,31.41,24.1,0.25,M,3,0.003,1.200,VZ,,0.009,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,17,28.08,25.14,0.32,F,3,0.026,8.125,F3,0.011,0.006,F,
2265,7/23/2015,Jul-15,Niterói,Caatinga,18,30.83,25.99,0.26,F,5,0.004,1.538,F3,0.013,0.003,F,
2265,7/23/2015,Jul-15,Niterói,Caatinga,19,35.55,26.31,0.36,F,4,0.014,3.889,F2,0.010,0.002,F,M5
2265,7/23/2015,Jul-15,Niterói,Caatinga,20,37.13,31.44,0.54,F,2,0.030,5.556,F3,0.028,0.010,F,
2265,7/23/2015,Jul-15,Niterói,Caatinga,21,29.91,24.87,0.23,M,3,0.006,2.609,F2,0.010,0.003,F,
2265,7/23/2015,Jul-15,Niterói,Caatinga,22,35.58,27.22,0.32,M,3,0.004,1.250,F2,0.008,0.002,F,
2265,7/23/2015,Jul-15,Niterói,Caatinga,23,31.27,30.61,0.57,F,2,0.044,7.719,F2,0.018,0.010,F,
2265,7/23/2015,Jul-15,Niterói,Caatinga,24,34.67,27.62,0.37,F,4,0.021,5.676,F1,0.005,0.004,F,
2265,7/23/2015,Jul-15,Niterói,Caatinga,25,21.93,16.16,0.073,F,1,0.001,1.370,F3,0.002,0.001,F,
2265,7/23/2015,Jul-15,Niterói,Caatinga,26,25.37,20.43,0.11,M,5,0.001,0.909,F3,0.005,0.002,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,27,26.86,22.27,0.16,F,5,0.001,0.625,F3,0.006,0.005,F,
2265,7/23/2015,Jul-15,Niterói,Caatinga,28,29.79,23.81,0.22,F,4,0.004,1.818,F3,0.009,0.002,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,29,32.37,25.59,0.29,M,3,0.004,1.379,VZ,,0.002,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,30,31.09,23.59,0.27,M,2,0.004,1.481,F2,0.003,0.003,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,31,34.74,27.5,0.38,M,3,0.007,1.842,F2,0.005,0.005,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,32,31.59,25.96,0.31,M,3,0.005,1.613,F3,0.006,0.002,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,33,32.07,25.66,0.29,M,3,0.004,1.379,F2,0.010,0.003,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,34,31.61,26.54,0.36,M,2,0.002,0.556,F3,0.007,0.003,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,35,39.02,32.13,0.59,F,4,0.035,5.932,F3,0.036,0.005,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,36,31.55,24.46,0.23,M,2,0.002,0.870,D1,0.008,0.008,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,37,28.24,23.97,0.21,M,4,0.002,0.952,F3,0.007,0.006,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,38,28.49,22.94,0.17,F,5,0.001,0.588,VZ,,0.001,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,39,21.21,17.47,0.068,I,1,0.001,1.471,F3,0.005,0.001,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,40,31.01,25.21,0.26,M,3,0.002,0.769,F3,0.009,0.001,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,41,30.73,24.71,0.31,M,4,0.002,0.645,F1,0.005,0.002,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,42,29.92,24.21,0.23,M,4,0.002,0.870,F2,0.005,0.003,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,43,28.74,22.96,0.22,M,4,0.001,0.455,F2,0.004,0.005,F,
2265,7/23/2015,Jul-15,Niterói,Caatinga,44,34.86,28.56,0.38,M,3,0.003,0.789,VZ,,0.005,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,45,29.82,24.24,0.24,M,4,0.002,0.833,F3,0.005,0.002,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,46,35.9,29.87,0.48,M,3,0.005,1.042,F3,0.011,0.006,F,
2265,7/23/2015,Jul-15,Niterói,Caatinga,47,36.02,28.9,0.43,M,3,0.004,0.930,F3,0.008,0.002,F,
2265,7/23/2015,Jul-15,Niterói,Caatinga,48,37.7,30.9,0.51,M,3,0.005,0.980,F2,0.008,0.004,,
2265,7/23/2015,Jul-15,Niterói,Caatinga,49,32.26,26.02,0.29,F,4,0.002,0.690,VZ,,0.004,F,
2265,7/23/2015,Jul-15,Niterói,Caatinga,50,30.79,24.98,0.24,M,3,0.002,0.833,F2,0.006,0.002,F,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,1,17.92,14.3,0.04,I,1,0.001,2.500,F3,0.003,0.002,Fixado,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,2,19.35,24.52,0.26,M,2,0.001,0.385,F3,0.004,0.003,,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,3,34.32,29.41,0.39,F,5,0.001,0.256,F3,0.017,0.006,,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,4,34.2,27.11,0.37,F,4,0.008,2.162,VZ,,0.006,,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,5,29.93,24.76,0.29,M,3,0.003,1.034,VZ,,0.003,F,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,6,20.66,16.99,0.07,I,1,0.001,1.429,F2,0.002,0.002,,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,7,23.7,19.24,0.12,M,1,0.001,0.833,F2,0.004,0.001,,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,8,35.09,28.72,0.55,M,3,0.002,0.364,F3,0.008,0.006,,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,9,31.11,25.06,0.34,M,4,0.002,0.588,F2,0.009,0.002,,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,10,30.33,25.18,0.3,F,5,0.003,1.000,F2,0.008,0.001,,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,11,24.35,19.28,0.14,F,1,0.001,0.714,F3,0.004,0.002,F,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,12,27.12,21.73,0.19,F,5,0.001,0.526,F2,0.003,0.001,F,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,13,33.17,26.14,0.4,F,5,0.005,1.250,D1,0.004,0.002,,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,14,31.91,27.11,0.4,F,5,0.004,1.000,F2,0.009,0.004,F,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,15,34.61,28.28,0.43,F,2,0.023,5.349,F3,0.009,0.002,F,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,16,26.44,21.37,0.16,F,5,0.004,2.500,F3,0.008,0.003,,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,17,17.91,14.71,0.04,I,1,0.001,2.500,F3,0.004,0.001,F,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,18,17.94,14.57,0.05,I,1,0.001,2.000,D2,0.003,0.001,,
2272,7/23/2015,Jul-15,Ilha do Ouro,Caatinga,19,22.25,18.62,0.1,I,1,0.001,1.000,F3,0.002,0.003,,
