record_id,sample_id,taxon_id,value
1107,2432-18,32,0.1
1108,2432-18,37,1.8
1109,2432-20,11,0.1
1110,2432-20,23,0.5
1111,2432-20,31,0.8
1112,2432-35,31,2
1113,2432-35,32,1
1114,2432-37,4,10
1115,2432-47,4,2
1116,2432-47,48,0.5
1117,2434-01,4,1
1118,2434-06,9,0.1
1119,2434-06,11,0.2
1120,2434-06,31,0.2
1121,2434-13,31,0.1
1122,2434-14,28,0.1
1123,2434-14,31,0.3
1124,2434-14,44,0.2
1125,2434-15,4,1
1126,2434-18,20,2
1127,2434-25,11,0.1
1128,2434-25,31,0.5
1129,2434-31,24,0.1
1130,2434-31,31,0.2
1131,2434-32,31,1
1132,2434-33,27,1
1133,2434-33,31,1
1134,2434-38,31,1
1135,2434-41,10,0.2
1136,2434-41,23,0.1
1137,2434-41,31,0.2
1138,2444-01,31,4
1139,2444-03,23,2
1140,2444-05,23,1.5
1141,2444-05,31,0.5
1142,2444-10,9,0.1
1143,2444-10,31,4
1144,2444-10,44,0.1
1145,2444-13,9,0.5
1146,2444-13,11,0.1
1147,2444-13,31,1.3
1148,2444-13,44,0.1
1149,2444-22,23,2
1150,2444-27,9,1.3
1151,2444-27,23,1.6
1152,2444-27,31,0.1
1153,2444-28,31,2
1154,2444-28,44,0.2
1155,2444-29,9,2
1156,2444-29,31,0.5
1157,2444-29,42,0.2
1158,2444-29,44,0.1
1159,2444-30,9,0.3
1160,2444-30,11,0.1
1161,2444-30,23,0.3
1162,2444-30,31,0.2
1163,2444-31,4,0.1
1164,2444-31,9,0.1
1165,2444-31,23,0.1
1166,2444-31,31,0.7
1167,2444-31,44,0.1
1168,2444-32,18,0.1
1169,2444-32,23,3
1170,2444-32,30,2
1171,2444-33,9,0.1
1172,2444-33,23,0.6
1173,2444-33,31,0.1
1174,2444-35,9,0.1
1175,2444-35,23,0.7
1176,2444-35,31,0.2
1177,2444-36,4,2
1178,2444-37,9,0.3
1179,2444-37,11,0.3
1180,2444-37,31,0.8
1181,2444-37,54,0.1
1182,2444-38,9,0.3
1183,2444-38,11,0.1
1184,2444-38,22,1.2
1185,2444-38,23,0.4
1186,2444-44,9,0.5
1187,2444-44,11,0.1
1188,2444-44,22,1.5
1189,2444-44,23,3.6
1190,2444-44,44,0.1
1191,2444-44,54,1
1192,2444-45,9,1
1193,2444-45,11,0.3
1194,2444-45,31,0.7
1195,2444-49,4,3
1196,2444-49,7,0.1
1197,2444-49,9,0.1
1198,2444-49,11,0.4
1199,2444-49,28,0.1
1200,2444-49,31,4.5
1201,2444-49,44,0.3
